74,-1,95.13,359.33,142.02,99.52,0.53,-1,-1,-1
75,-1,173.28,72.61,134.33,58.10,0.88,-1,-1,-1
75,-1,0.25,29.90,46.46,64.18,0.78,-1,-1,-1
75,-1,208.37,21.76,57.16,34.00,0.72,-1,-1,-1
75,-1,95.04,359.35,142.00,99.50,0.57,-1,-1,-1
76,-1,169.52,69.66,129.88,58.54,0.91,-1,-1,-1
76,-1,208.30,21.68,57.08,34.15,0.76,-1,-1,-1
76,-1,0.31,31.82,51.60,63.18,0.69,-1,-1,-1
76,-1,95.11,359.43,141.95,99.39,0.56,-1,-1,-1
77,-1,161.56,67.33,129.69,57.71,0.91,-1,-1,-1
77,-1,0.23,30.56,54.59,66.04,0.81,-1,-1,-1
77,-1,208.27,21.71,56.99,34.12,0.78,-1,-1,-1
78,-1,154.84,66.15,127.79,56.03,0.91,-1,-1,-1
78,-1,208.17,21.79,57.05,34.17,0.81,-1,-1,-1
78,-1,0.00,29.93,57.97,67.97,0.80,-1,-1,-1
78,-1,94.93,359.36,142.25,99.45,0.56,-1,-1,-1
79,-1,146.49,63.46,129.67,55.53,0.91,-1,-1,-1
79,-1,208.06,21.73,57.22,34.19,0.81,-1,-1,-1
79,-1,0.00,30.14,62.31,70.16,0.75,-1,-1,-1
79,-1,94.76,359.16,142.41,99.61,0.58,-1,-1,-1
80,-1,141.24,60.90,127.32,55.13,0.89,-1,-1,-1
80,-1,207.99,21.60,57.40,34.16,0.80,-1,-1,-1
80,-1,0.00,29.52,65.65,72.63,0.69,-1,-1,-1
80,-1,94.96,359.25,142.36,99.55,0.55,-1,-1,-1
81,-1,135.12,58.26,124.48,56.06,0.90,-1,-1,-1
81,-1,208.03,21.49,57.41,34.26,0.80,-1,-1,-1
81,-1,0.00,30.17,69.81,73.78,0.75,-1,-1,-1
81,-1,94.96,359.14,142.37,99.74,0.65,-1,-1,-1
82,-1,128.91,55.85,125.72,56.93,0.82,-1,-1,-1
82,-1,208.12,21.46,57.35,34.40,0.80,-1,-1,-1
82,-1,0.00,30.85,73.36,74.04,0.79,-1,-1,-1
82,-1,95.00,359.09,142.39,99.75,0.68,-1,-1,-1
83,-1,123.05,53.97,123.65,57.53,0.89,-1,-1,-1
83,-1,208.10,21.52,57.27,34.45,0.79,-1,-1,-1
83,-1,0.00,31.65,78.37,74.46,0.74,-1,-1,-1
83,-1,95.12,359.22,142.30,99.62,0.61,-1,-1,-1
84,-1,117.97,53.02,118.97,55.55,0.86,-1,-1,-1
84,-1,0.00,33.19,82.01,74.24,0.81,-1,-1,-1
84,-1,208.13,21.54,57.23,34.36,0.78,-1,-1,-1
84,-1,95.16,359.23,142.17,99.70,0.55,-1,-1,-1
85,-1,111.60,51.46,119.05,54.75,0.90,-1,-1,-1
85,-1,0.00,33.51,86.16,75.25,0.86,-1,-1,-1
85,-1,208.21,21.67,57.19,34.15,0.80,-1,-1,-1
85,-1,614.07,186.46,25.87,53.63,0.68,-1,-1,-1
85,-1,95.23,359.12,142.23,99.85,0.59,-1,-1,-1
86,-1,105.06,49.91,118.08,52.81,0.91,-1,-1,-1
86,-1,0.00,34.94,89.49,75.70,0.83,-1,-1,-1
86,-1,208.08,21.67,57.39,34.29,0.80,-1,-1,-1
86,-1,600.72,184.42,38.98,54.40,0.78,-1,-1,-1
86,-1,95.15,359.19,142.21,99.81,0.58,-1,-1,-1
87,-1,101.28,48.36,115.77,52.16,0.88,-1,-1,-1
87,-1,0.00,34.49,94.19,78.25,0.81,-1,-1,-1
87,-1,208.25,21.68,57.17,34.35,0.80,-1,-1,-1
87,-1,587.61,177.90,52.35,57.78,0.76,-1,-1,-1
87,-1,95.16,359.13,142.19,99.83,0.58,-1,-1,-1
88,-1,95.84,47.40,113.98,51.49,0.88,-1,-1,-1
88,-1,0.00,36.68,98.87,78.56,0.88,-1,-1,-1
88,-1,575.17,173.27,64.72,58.84,0.80,-1,-1,-1
88,-1,208.20,21.68,57.24,34.49,0.78,-1,-1,-1
88,-1,95.17,359.06,142.32,99.90,0.58,-1,-1,-1
89,-1,0.00,39.08,103.49,77.06,0.88,-1,-1,-1
89,-1,90.76,44.31,112.94,52.71,0.85,-1,-1,-1
89,-1,561.39,168.55,78.61,62.55,0.84,-1,-1,-1
89,-1,208.16,21.62,57.28,34.64,0.77,-1,-1,-1
89,-1,95.26,359.10,142.25,99.87,0.57,-1,-1,-1
90,-1,0.00,40.26,107.73,77.59,0.89,-1,-1,-1
90,-1,86.46,43.62,111.12,51.16,0.86,-1,-1,-1
90,-1,547.62,164.50,92.06,65.69,0.80,-1,-1,-1
90,-1,208.26,21.60,57.10,34.65,0.76,-1,-1,-1
90,-1,95.36,358.92,142.12,100.06,0.56,-1,-1,-1
91,-1,0.00,40.76,111.86,78.51,0.90,-1,-1,-1
91,-1,82.91,42.46,107.76,49.25,0.90,-1,-1,-1
91,-1,533.92,161.04,105.92,75.35,0.83,-1,-1,-1
91,-1,208.30,21.60,57.05,34.64,0.77,-1,-1,-1
91,-1,96.81,360.14,138.69,97.20,0.51,-1,-1,-1
92,-1,0.00,42.91,115.07,77.97,0.88,-1,-1,-1
92,-1,521.34,158.28,117.48,82.38,0.88,-1,-1,-1
92,-1,76.57,40.90,108.29,49.89,0.87,-1,-1,-1
92,-1,208.27,21.62,57.07,34.59,0.75,-1,-1,-1
92,-1,94.80,359.67,142.63,99.26,0.56,-1,-1,-1
93,-1,0.00,44.65,119.17,77.26,0.91,-1,-1,-1
93,-1,508.14,155.99,131.86,81.64,0.87,-1,-1,-1
93,-1,72.21,38.90,106.93,49.43,0.87,-1,-1,-1
93,-1,208.27,21.63,57.07,34.54,0.75,-1,-1,-1
93,-1,96.74,360.20,138.83,96.97,0.51,-1,-1,-1
94,-1,69.25,36.87,102.74,49.36,0.86,-1,-1,-1
94,-1,1.24,46.11,120.97,77.72,0.82,-1,-1,-1
94,-1,495.68,151.61,144.32,80.96,0.76,-1,-1,-1
94,-1,208.27,21.61,57.09,34.63,0.73,-1,-1,-1
94,-1,95.28,358.94,142.23,100.07,0.51,-1,-1,-1
95,-1,5.31,45.42,125.02,80.65,0.89,-1,-1,-1
95,-1,66.70,35.32,99.28,48.42,0.87,-1,-1,-1
95,-1,482.24,148.88,156.18,79.91,0.80,-1,-1,-1
95,-1,208.26,21.65,57.11,34.59,0.76,-1,-1,-1
95,-1,95.23,358.90,142.36,100.16,0.52,-1,-1,-1
96,-1,7.27,46.29,128.64,81.35,0.92,-1,-1,-1
96,-1,58.51,33.00,102.28,48.04,0.83,-1,-1,-1
96,-1,469.23,143.63,160.34,82.99,0.80,-1,-1,-1
96,-1,208.23,21.68,57.14,34.55,0.75,-1,-1,-1
97,-1,11.00,47.26,130.88,82.67,0.91,-1,-1,-1
97,-1,55.52,31.80,99.64,47.42,0.84,-1,-1,-1
97,-1,456.86,141.32,158.05,80.94,0.77,-1,-1,-1
97,-1,208.20,21.65,57.19,34.63,0.74,-1,-1,-1
97,-1,96.55,360.32,139.22,97.02,0.51,-1,-1,-1
98,-1,443.93,138.74,156.94,79.66,0.89,-1,-1,-1
98,-1,14.81,48.63,131.61,83.44,0.89,-1,-1,-1
98,-1,53.31,30.07,97.29,46.82,0.79,-1,-1,-1
98,-1,208.25,21.66,57.16,34.63,0.74,-1,-1,-1
98,-1,96.52,360.22,139.19,97.11,0.53,-1,-1,-1
99,-1,19.45,51.98,131.19,82.34,0.89,-1,-1,-1
99,-1,431.83,135.28,157.19,79.88,0.86,-1,-1,-1
99,-1,208.18,21.62,57.26,34.62,0.74,-1,-1,-1
99,-1,47.83,27.82,99.15,46.92,0.72,-1,-1,-1
99,-1,95.16,358.91,142.55,100.04,0.60,-1,-1,-1
100,-1,22.47,53.84,131.96,81.60,0.91,-1,-1,-1
100,-1,420.79,132.07,153.70,78.55,0.86,-1,-1,-1
100,-1,43.04,26.67,96.29,46.57,0.77,-1,-1,-1
100,-1,208.24,21.58,57.20,34.59,0.74,-1,-1,-1
100,-1,95.12,358.95,142.65,100.04,0.65,-1,-1,-1
101,-1,26.61,54.69,133.19,81.98,0.91,-1,-1,-1
101,-1,408.21,127.37,155.05,80.58,0.90,-1,-1,-1
101,-1,39.30,26.26,94.75,42.72,0.77,-1,-1,-1
101,-1,208.27,21.56,57.18,34.61,0.76,-1,-1,-1
101,-1,95.18,358.93,142.70,100.03,0.67,-1,-1,-1
102,-1,29.88,56.68,135.30,82.00,0.92,-1,-1,-1
102,-1,397.14,125.87,154.35,78.97,0.87,-1,-1,-1
